policy,spread_edge,spread_stddev,kelly_growth_at_1,kelly_growth_stddev_at_1,kelly_exposure_rounds_at_1,mean_gross_wager_over_bankroll_at_1,max_gross_wager_over_bankroll_at_1,mean_abs_fX_at_1,max_abs_fX_at_1,child_output
basic,0.0403304201,7.123451198837069,0.9999104820490926,2.4872839921034418e-05,1000000000,0.011183757502224532,0.9430183999999999,0.010388039191384526,0.9430183999999998,/home/pliops/BlackJackCounts/paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj3-2/omega2_d2/basic
full_deviations,0.0554009417,7.361423052918971,0.9999561050493727,2.6377397302931875e-05,1000000000,0.01169338087711785,0.9881764129032258,0.010859541117523217,0.9881764129032259,/home/pliops/BlackJackCounts/paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj3-2/omega2_d2/full_deviations
