bj-pays,das,decks,don,hitSplitAces,peek,reSplitAces,sas,ss17,surr,csm_theoretical,csm_empiric,cut_theoretical,cut_empiric,csm_error,cut_card_error,abs_error_sum
1.5,True,6,Any,False,True,True,2,False,yes,0.5837,-0.5817,0.6037,-0.6142,0.0021,-0.0105,0.0126
1.2,False,2,9-11,False,False,True,3,False,no,2.0963,-2.09,2.1593,-2.1529,0.0062,0.0064,0.0126
1.2,False,1,9-11,False,True,False,2,True,no,1.5451,-1.5449,1.6581,-1.6457,0.0002,0.0124,0.0126
1.2,False,1,9-11,True,False,False,2,False,no,1.731,-1.7344,1.844,-1.8349,-0.0034,0.0091,0.0125
1.5,False,1,Any,True,True,False,4,False,no,0.0604,-0.0563,0.1734,-0.1818,0.0041,-0.0084,0.0125
1.2,True,2,10-11,True,True,True,2,False,no,1.8877,-1.8894,1.9507,-1.9399,-0.0017,0.0108,0.0125
1.2,True,1,Any,False,False,True,3,False,no,1.5268,-1.5288,1.6398,-1.6505,-0.0019,-0.0106,0.0125
1.5,True,2,10-11,True,False,False,4,True,no,0.373,-0.3837,0.436,-0.4378,-0.0107,-0.0018,0.012499999999999999
1.2,False,1,Any,False,False,True,3,False,no,1.6682,-1.6707,1.7812,-1.7911,-0.0025,-0.0099,0.012400000000000001
1.5,False,2,10-11,False,True,True,2,False,yes,0.714,-0.7101,0.7771,-0.7855,0.0039,-0.0085,0.012400000000000001
1.5,False,2,Any,False,False,False,2,True,no,0.4666,-0.4592,0.5296,-0.5346,0.0074,-0.005,0.012400000000000001
1.5,True,1,10-11,True,False,True,4,False,no,0.3088,-0.3127,0.4218,-0.4303,-0.0039,-0.0085,0.012400000000000001
1.5,True,6,10-11,False,True,False,3,True,no,0.6065,-0.6028,0.6265,-0.6179,0.0037,0.0087,0.0124
1.5,False,2,Any,False,True,True,3,False,no,0.4962,-0.4948,0.5592,-0.5481,0.0014,0.011,0.0124
1.5,False,1,10-11,False,True,False,3,True,yes,0.244,-0.2472,0.357,-0.3663,-0.0032,-0.0092,0.0124
1.2,True,2,Any,False,True,False,2,True,yes,1.5595,-1.5549,1.6225,-1.6303,0.0046,-0.0078,0.0124
1.2,True,1,Any,True,True,False,4,True,yes,1.0874,-1.0885,1.2004,-1.2117,-0.0011,-0.0112,0.0123
1.5,False,2,10-11,True,True,False,4,True,no,0.3812,-0.3831,0.4442,-0.4337,-0.0018,0.0105,0.0123
1.2,True,2,9-11,True,True,False,2,False,no,1.7752,-1.7684,1.8382,-1.8326,0.0068,0.0055,0.012299999999999998
1.2,True,2,10-11,True,False,False,4,False,no,1.9635,-1.9724,2.0265,-2.0231,-0.0088,0.0034,0.0122
1.5,True,6,9-11,False,True,True,3,False,yes,0.5876,-0.5836,0.6076,-0.6158,0.004,-0.0082,0.0122
1.2,True,2,10-11,True,False,True,2,True,no,1.787,-1.7947,1.85,-1.8455,-0.0077,0.0045,0.012199999999999999
1.5,False,2,9-11,True,True,True,2,False,no,0.5218,-0.5217,0.5848,-0.5727,0.0001,0.0121,0.012199999999999999
1.5,True,2,Any,False,True,False,2,True,no,0.2372,-0.2305,0.3002,-0.2948,0.0067,0.0054,0.0121
1.2,False,1,9-11,True,False,False,3,False,no,1.7156,-1.719,1.8286,-1.8199,-0.0034,0.0087,0.0121
1.5,False,6,Any,False,False,True,2,True,no,0.6896,-0.6954,0.7096,-0.7159,-0.0058,-0.0063,0.0121
1.2,True,1,Any,True,True,True,3,True,no,1.0859,-1.0845,1.1989,-1.1882,0.0014,0.0107,0.0121
1.5,False,2,Any,True,False,True,3,False,no,0.4634,-0.4691,0.5264,-0.5328,-0.0057,-0.0064,0.0121
1.5,False,1,10-11,True,True,True,4,False,yes,0.2725,-0.2718,0.3855,-0.3969,0.0007,-0.0114,0.0121
1.2,False,1,Any,False,True,False,4,True,no,1.3919,-1.3856,1.5049,-1.4989,0.0062,0.0059,0.0121
1.5,True,2,Any,False,True,True,2,False,yes,0.3723,-0.3663,0.4353,-0.4413,0.006,-0.006,0.012
1.5,False,1,9-11,False,False,False,4,True,no,0.239,-0.2432,0.352,-0.3598,-0.0042,-0.0078,0.012
1.2,False,1,10-11,False,True,False,2,True,no,1.6772,-1.6804,1.7902,-1.7813,-0.0032,0.0088,0.012
1.2,True,6,9-11,True,False,True,2,True,no,1.8519,-1.8612,1.8719,-1.8693,-0.0094,0.0026,0.012
1.5,False,2,10-11,True,True,False,3,False,no,0.5992,-0.5945,0.6622,-0.655,0.0047,0.0072,0.0119
1.5,True,2,10-11,True,True,True,4,True,yes,0.1646,-0.1698,0.2276,-0.2342,-0.0052,-0.0066,0.0118
1.5,True,2,9-11,True,False,False,3,False,no,0.4811,-0.4836,0.5441,-0.5533,-0.0025,-0.0092,0.0117
1.2,True,1,9-11,True,True,False,4,False,yes,1.4288,-1.4376,1.5418,-1.5447,-0.0088,-0.0029,0.0117
1.2,False,6,9-11,True,False,False,4,True,no,1.9342,-1.9436,1.9542,-1.9564,-0.0095,-0.0022,0.0117
1.5,False,6,Any,False,True,True,4,True,no,0.4794,-0.4866,0.4995,-0.495,-0.0072,0.0045,0.011699999999999999
1.5,True,2,9-11,True,True,True,4,True,no,0.1001,-0.1049,0.1631,-0.1562,-0.0048,0.0069,0.011699999999999999
1.2,False,1,10-11,False,True,True,4,False,yes,1.7914,-1.7951,1.9044,-1.9123,-0.0037,-0.0079,0.011600000000000001
1.5,False,1,Any,False,True,True,2,False,no,0.2075,-0.2053,0.3205,-0.3299,0.0022,-0.0094,0.011600000000000001
1.2,True,6,9-11,False,True,True,4,False,no,2.0165,-2.0204,2.0365,-2.0288,-0.0039,0.0077,0.0116
1.2,True,6,9-11,True,False,False,3,True,no,1.809,-1.8161,1.829,-1.8334,-0.0072,-0.0044,0.0116
1.2,False,1,Any,True,True,True,4,False,yes,1.3909,-1.3915,1.5039,-1.5149,-0.0006,-0.011,0.0116
1.5,False,1,Any,True,False,False,4,False,no,0.1742,-0.1773,0.2872,-0.2956,-0.0031,-0.0084,0.0115
1.2,False,1,9-11,False,True,True,4,True,no,1.4955,-1.4999,1.6085,-1.6013,-0.0043,0.0072,0.0115
1.2,True,1,9-11,True,False,True,4,True,no,1.3493,-1.3589,1.4623,-1.4604,-0.0096,0.0019,0.0115
1.2,False,2,9-11,True,False,False,3,True,no,1.7673,-1.7782,1.8303,-1.8296,-0.0109,0.0006,0.0115
1.2,False,2,Any,True,False,False,2,True,no,1.6856,-1.6943,1.7486,-1.7459,-0.0087,0.0028,0.0115
1.2,True,1,Any,False,True,False,4,True,yes,1.2285,-1.2368,1.3415,-1.3448,-0.0082,-0.0033,0.0115
1.5,False,1,Any,True,True,True,2,False,no,0.0774,-0.0736,0.1904,-0.1981,0.0037,-0.0077,0.0114
1.2,True,2,Any,True,True,False,2,True,no,1.4424,-1.438,1.5054,-1.4984,0.0044,0.007,0.0114
1.5,False,1,9-11,False,False,False,2,True,no,0.2555,-0.2611,0.3685,-0.3742,-0.0056,-0.0057,0.011300000000000001
1.2,False,6,10-11,True,True,False,3,False,yes,2.0442,-2.0337,2.0642,-2.0635,0.0105,0.0008,0.011300000000000001
1.5,False,6,Any,True,False,False,2,True,no,0.5174,-0.5211,0.5374,-0.545,-0.0037,-0.0076,0.011300000000000001
1.2,False,2,9-11,True,True,True,3,False,no,1.833,-1.832,1.896,-1.8858,0.001,0.0102,0.011200000000000002
1.2,True,1,Any,True,False,False,3,False,no,1.4184,-1.4263,1.5314,-1.5347,-0.0079,-0.0033,0.011200000000000002
1.5,True,2,Any,False,True,False,2,False,no,0.4384,-0.4394,0.5014,-0.5116,-0.001,-0.0102,0.011200000000000002
1.5,True,6,Any,True,False,True,3,True,no,0.2999,-0.3014,0.3199,-0.3294,-0.0016,-0.0096,0.0112
1.2,False,1,Any,True,False,False,4,False,no,1.5689,-1.5743,1.6819,-1.6877,-0.0054,-0.0058,0.0112
1.5,False,2,Any,True,True,True,3,False,yes,0.2797,-0.2817,0.3427,-0.3519,-0.002,-0.0092,0.0112
1.2,True,1,10-11,False,False,True,3,True,no,1.6236,-1.6253,1.7366,-1.7271,-0.0017,0.0095,0.0112
1.5,True,6,Any,True,True,False,4,True,yes,0.1462,-0.143,0.1662,-0.1742,0.0032,-0.008,0.0112
1.5,False,6,9-11,False,True,False,3,False,no,0.8671,-0.8719,0.8871,-0.8808,-0.0047,0.0064,0.0111
1.5,True,2,10-11,True,True,False,4,True,yes,0.209,-0.216,0.272,-0.2761,-0.007,-0.0041,0.0111
1.2,False,6,9-11,True,False,True,4,True,no,1.8804,-1.8844,1.9004,-1.9075,-0.004,-0.0071,0.0111
1.5,False,2,9-11,True,True,False,4,False,yes,0.4288,-0.4286,0.4918,-0.5026,0.0003,-0.0108,0.0111
1.2,False,2,10-11,True,False,False,3,True,no,1.8693,-1.8756,1.9323,-1.9274,-0.0063,0.0048,0.011099999999999999
1.2,False,2,9-11,False,True,False,4,False,no,2.0263,-2.0246,2.0893,-2.0801,0.0018,0.0093,0.011099999999999999
1.2,True,6,10-11,True,False,False,4,False,no,2.1205,-2.1286,2.1405,-2.1434,-0.0081,-0.0029,0.011
1.5,False,2,Any,False,False,True,2,True,no,0.4666,-0.4775,0.5296,-0.5295,-0.0109,0.0001,0.011
1.2,False,1,10-11,False,False,False,2,True,no,1.7824,-1.7863,1.8954,-1.8884,-0.004,0.007,0.011
1.5,True,1,9-11,True,False,False,4,False,no,0.1877,-0.1836,0.3007,-0.3076,0.0041,-0.0069,0.011
1.2,True,2,10-11,False,True,True,4,True,no,1.7404,-1.7443,1.8034,-1.7963,-0.0039,0.0071,0.011
1.5,False,2,10-11,False,True,False,2,False,no,0.7804,-0.7735,0.8434,-0.8392,0.0069,0.0041,0.011
1.2,False,6,10-11,True,True,False,3,True,no,1.9062,-1.9042,1.9262,-1.9172,0.002,0.009,0.011
1.2,True,1,9-11,True,False,False,3,True,no,1.3765,-1.3837,1.4895,-1.4857,-0.0072,0.0038,0.011
1.5,False,1,Any,False,True,True,4,True,no,-0.0352,0.0285,0.0778,-0.0821,-0.0067,-0.0043,0.011
1.5,True,2,9-11,False,True,True,3,False,yes,0.409,-0.4103,0.472,-0.4817,-0.0013,-0.0097,0.011
1.2,True,1,Any,True,False,True,2,True,no,1.2488,-1.2577,1.3618,-1.3638,-0.0089,-0.0021,0.011
1.5,False,6,9-11,True,False,True,2,False,no,0.8334,-0.8392,0.8534,-0.8586,-0.0058,-0.0052,0.011
1.5,False,2,9-11,False,True,False,2,False,yes,0.6133,-0.6182,0.6763,-0.6824,-0.0049,-0.0061,0.011
1.5,False,6,Any,False,True,False,2,False,yes,0.708,-0.7028,0.728,-0.7337,0.0052,-0.0058,0.011
1.2,True,1,10-11,False,True,True,4,False,no,1.7113,-1.7141,1.8243,-1.8162,-0.0028,0.0081,0.0109
1.5,True,6,9-11,False,False,True,4,False,no,0.7732,-0.7688,0.7933,-0.7998,0.0044,-0.0065,0.0109
1.2,True,6,10-11,True,True,True,3,True,yes,1.6641,-1.6566,1.6841,-1.6807,0.0075,0.0034,0.0109
1.5,True,6,10-11,True,False,False,4,False,no,0.7608,-0.7671,0.7808,-0.7854,-0.0063,-0.0046,0.0109
1.2,True,6,10-11,True,True,True,4,False,no,1.9444,-1.9396,1.9644,-1.9583,0.0048,0.0061,0.0109
1.5,False,2,10-11,True,False,True,4,True,no,0.4504,-0.4595,0.5134,-0.5116,-0.0091,0.0018,0.0109
1.5,True,6,10-11,True,True,True,4,False,yes,0.4965,-0.4945,0.5165,-0.5253,0.002,-0.0088,0.0108
1.2,False,2,9-11,False,False,True,2,False,no,2.1629,-2.1563,2.2258,-2.2217,0.0066,0.0042,0.0108
1.5,False,2,9-11,True,True,False,3,True,no,0.2828,-0.2881,0.3458,-0.3403,-0.0053,0.0055,0.0108
1.2,True,1,Any,False,False,False,3,False,no,1.5562,-1.5519,1.6692,-1.6756,0.0043,-0.0064,0.010700000000000001
1.2,False,2,10-11,True,True,True,3,True,no,1.7192,-1.7164,1.7822,-1.7741,0.0027,0.008,0.010700000000000001
1.2,True,2,10-11,True,True,True,3,True,yes,1.5487,-1.5557,1.6117,-1.6155,-0.007,-0.0037,0.010700000000000001
1.5,True,6,10-11,True,True,True,3,False,no,0.6015,-0.5949,0.6215,-0.6174,0.0066,0.0041,0.010700000000000001
1.5,False,2,9-11,True,True,False,4,False,no,0.495,-0.4933,0.558,-0.549,0.0017,0.009,0.0107
1.5,False,6,Any,False,True,True,2,False,yes,0.708,-0.7043,0.728,-0.735,0.0036,-0.007,0.0106
1.5,True,1,Any,False,False,False,3,True,no,-0.0348,0.0353,0.0782,-0.0882,0.0005,-0.0101,0.0106
1.2,False,2,Any,True,True,True,3,False,yes,1.6532,-1.6572,1.7162,-1.7228,-0.004,-0.0066,0.0106
1.2,True,2,10-11,False,True,False,4,False,no,2.0039,-2.0028,2.0669,-2.0575,0.0011,0.0095,0.0106
1.5,False,2,Any,True,False,False,4,True,no,0.286,-0.2957,0.349,-0.3498,-0.0097,-0.0009,0.0106
1.2,True,1,10-11,True,True,False,2,True,yes,1.4178,-1.4219,1.5308,-1.5244,-0.0041,0.0064,0.0105
1.5,True,6,10-11,True,False,False,2,False,no,0.8101,-0.8183,0.83,-0.8279,-0.0083,0.0022,0.0105
1.5,True,6,10-11,True,False,True,2,True,no,0.5865,-0.5839,0.6065,-0.6144,0.0025,-0.008,0.0105
1.2,False,2,9-11,False,True,False,4,True,no,1.813,-1.8112,1.876,-1.8672,0.0017,0.0088,0.0105
1.2,False,1,Any,True,False,True,3,False,no,1.5459,-1.5551,1.6589,-1.6602,-0.0092,-0.0013,0.010499999999999999
1.2,False,2,Any,False,False,False,3,True,no,1.8173,-1.8172,1.8803,-1.8699,0.0001,0.0104,0.010499999999999999
1.5,False,2,10-11,False,False,False,4,True,no,0.6469,-0.6559,0.7099,-0.7084,-0.009,0.0015,0.010499999999999999
1.2,False,6,10-11,False,False,True,3,False,no,2.366,-2.3669,2.386,-2.3764,-0.0009,0.0096,0.010499999999999999
1.2,False,1,Any,False,True,False,3,False,yes,1.5483,-1.5508,1.6613,-1.6692,-0.0025,-0.0079,0.010400000000000001
1.5,True,2,9-11,False,True,False,3,True,yes,0.2591,-0.2611,0.3221,-0.3306,-0.0019,-0.0085,0.010400000000000001
1.2,False,2,Any,True,True,False,3,True,yes,1.5007,-1.5095,1.5637,-1.5621,-0.0088,0.0016,0.010400000000000001
1.5,False,2,10-11,True,True,False,3,False,yes,0.533,-0.539,0.596,-0.6004,-0.006,-0.0044,0.0104
1.5,True,6,Any,True,False,False,2,False,no,0.6047,-0.6138,0.6247,-0.6259,-0.0092,-0.0012,0.0104
1.5,True,6,10-11,True,True,True,3,False,yes,0.5132,-0.5174,0.5332,-0.5395,-0.0042,-0.0062,0.0104
1.2,False,2,10-11,True,True,True,2,True,no,1.7822,-1.7828,1.8452,-1.8354,-0.0006,0.0098,0.0104
1.5,True,2,9-11,True,True,False,4,False,no,0.3583,-0.355,0.4213,-0.4142,0.0033,0.0071,0.0104
1.5,False,1,Any,True,True,False,2,False,no,0.0774,-0.0685,0.1904,-0.189,0.0089,0.0014,0.0103
1.2,True,6,10-11,False,False,True,4,True,no,2.0058,-2.0109,2.0258,-2.0206,-0.0051,0.0052,0.0103
1.5,False,1,10-11,True,False,True,2,True,no,0.259,-0.2656,0.372,-0.3684,-0.0067,0.0036,0.0103
1.5,True,1,Any,False,True,False,3,True,no,-0.1424,0.1482,-0.0294,0.0249,0.0058,-0.0045,0.0103
1.5,False,1,9-11,False,False,True,2,True,no,0.2555,-0.256,0.3685,-0.3783,-0.0005,-0.0098,0.0103
1.2,False,1,10-11,False,False,False,4,False,no,1.973,-1.9752,2.086,-2.078,-0.0022,0.008,0.0102
1.2,False,6,9-11,False,True,True,2,True,yes,1.9583,-1.9668,1.9783,-1.9766,-0.0085,0.0017,0.0102
1.2,False,1,Any,True,True,False,2,True,yes,1.2557,-1.259,1.3687,-1.3758,-0.0032,-0.007,0.0102
1.2,True,1,10-11,False,False,False,3,True,no,1.6531,-1.6571,1.7661,-1.7599,-0.004,0.0062,0.0102
1.5,False,1,10-11,True,True,False,4,False,no,0.3367,-0.3331,0.4497,-0.4432,0.0036,0.0066,0.0102
1.5,False,1,10-11,True,True,False,3,True,yes,0.1126,-0.1169,0.2256,-0.2315,-0.0043,-0.0059,0.0102
1.5,False,1,10-11,True,True,False,2,False,no,0.3537,-0.3499,0.4667,-0.4603,0.0038,0.0064,0.0102
1.2,False,2,9-11,True,True,False,2,False,yes,1.829,-1.8313,1.892,-1.8999,-0.0023,-0.0079,0.0102
1.5,False,1,Any,True,False,False,2,True,no,-0.009,0.0092,0.104,-0.114,0.0002,-0.01,0.0102
1.5,True,2,10-11,False,True,False,2,True,no,0.4624,-0.4647,0.5254,-0.5175,-0.0023,0.0079,0.0102
1.2,False,1,10-11,True,True,False,3,False,no,1.7325,-1.7346,1.8455,-1.8373,-0.002,0.0082,0.0102
1.5,False,2,10-11,True,True,False,4,False,no,0.5957,-0.597,0.6587,-0.6497,-0.0012,0.009,0.010199999999999999
1.2,False,2,9-11,True,False,True,3,True,no,1.7302,-1.7368,1.7932,-1.7897,-0.0066,0.0035,0.0101
1.2,True,1,9-11,False,False,False,4,False,no,1.7102,-1.7177,1.8232,-1.8206,-0.0075,0.0026,0.0101
1.2,False,2,Any,True,False,False,3,True,no,1.6628,-1.6703,1.7258,-1.7232,-0.0075,0.0026,0.0101
1.5,True,2,10-11,False,False,False,4,True,no,0.5275,-0.5347,0.5905,-0.5877,-0.0073,0.0028,0.0101
1.2,False,6,9-11,True,False,False,2,False,no,2.1931,-2.1932,2.2131,-2.2231,-0.0001,-0.01,0.0101
1.2,True,2,9-11,True,True,False,3,True,yes,1.4724,-1.4767,1.5354,-1.5412,-0.0043,-0.0058,0.0101
1.2,True,1,Any,True,True,True,2,False,no,1.3307,-1.33,1.4437,-1.4345,0.0008,0.0092,0.01
1.2,True,2,Any,True,True,True,2,True,yes,1.3913,-1.3887,1.4543,-1.4616,0.0026,-0.0074,0.01
1.5,False,6,Any,False,False,True,4,True,no,0.5941,-0.588,0.6141,-0.618,0.006,-0.004,0.01
1.5,False,1,10-11,True,False,True,4,True,no,0.2169,-0.2242,0.3299,-0.3272,-0.0072,0.0028,0.01
1.2,True,6,10-11,True,False,True,2,False,no,2.1697,-2.1762,2.1897,-2.1934,-0.0064,-0.0036,0.01
1.2,True,2,10-11,True,False,True,3,False,no,1.9317,-1.9354,1.9947,-1.9885,-0.0037,0.0063,0.01
1.5,False,6,9-11,False,True,False,3,True,yes,0.5703,-0.5694,0.5903,-0.5993,0.0009,-0.0091,0.01
1.5,True,2,Any,True,True,False,4,False,no,0.2274,-0.2212,0.2904,-0.2941,0.0062,-0.0038,0.01
1.5,True,6,Any,False,True,False,2,False,yes,0.5837,-0.5856,0.6037,-0.6119,-0.0019,-0.0081,0.01
1.2,False,1,10-11,False,False,True,2,False,no,1.9894,-1.9921,2.1025,-2.0951,-0.0027,0.0073,0.01
1.5,True,2,10-11,False,False,False,4,False,no,0.7428,-0.7365,0.8058,-0.8023,0.0064,0.0035,0.0099
1.2,False,1,10-11,True,True,True,4,False,yes,1.6673,-1.6755,1.7803,-1.7785,-0.0082,0.0017,0.0099
1.5,False,2,Any,False,True,False,3,False,yes,0.4765,-0.4772,0.5395,-0.5487,-0.0007,-0.0092,0.009899999999999999
1.2,True,2,Any,True,False,True,4,False,no,1.6755,-1.6831,1.7385,-1.7407,-0.0076,-0.0023,0.009899999999999999
1.5,True,2,9-11,False,False,True,3,False,no,0.5899,-0.5909,0.653,-0.6619,-0.001,-0.0089,0.009899999999999999
1.5,False,2,9-11,True,True,False,2,True,no,0.3067,-0.2994,0.3697,-0.3671,0.0073,0.0026,0.009899999999999999
1.2,False,1,10-11,False,False,True,2,True,no,1.7824,-1.7838,1.8954,-1.887,-0.0015,0.0084,0.009899999999999999
1.2,True,6,9-11,False,False,False,3,True,no,1.9811,-1.9873,2.0011,-1.9974,-0.0061,0.0037,0.0098
1.2,False,1,10-11,False,False,True,4,False,no,1.9417,-1.9448,2.0547,-2.048,-0.0031,0.0067,0.0098
1.5,True,2,Any,False,False,False,4,True,no,0.2994,-0.3036,0.3624,-0.3568,-0.0042,0.0056,0.0098
1.2,False,6,9-11,False,False,True,4,False,no,2.2681,-2.2659,2.2881,-2.2805,0.0022,0.0076,0.0098
1.2,True,1,10-11,False,False,False,2,True,no,1.6779,-1.6758,1.7909,-1.7833,0.0022,0.0076,0.0098
1.5,True,6,10-11,False,False,True,3,False,no,0.8855,-0.8901,0.9055,-0.9002,-0.0046,0.0052,0.0098
1.5,False,2,10-11,True,True,False,4,False,yes,0.5295,-0.5351,0.5925,-0.5968,-0.0056,-0.0042,0.0098
1.2,False,2,9-11,True,False,True,4,False,no,1.9422,-1.9371,2.0052,-2.0005,0.0051,0.0047,0.0098
1.2,False,2,10-11,True,False,True,4,True,no,1.8239,-1.8305,1.8869,-1.8838,-0.0067,0.0031,0.0098
1.2,True,6,9-11,True,False,False,4,False,no,2.0259,-2.0355,2.0459,-2.0463,-0.0095,-0.0003,0.0098
1.5,True,2,10-11,False,True,False,4,False,no,0.6304,-0.6316,0.6934,-0.6848,-0.0012,0.0086,0.0098
1.5,False,6,10-11,False,False,False,4,False,no,1.0542,-1.0461,1.0742,-1.0726,0.0081,0.0017,0.0098
1.2,True,1,9-11,True,True,True,3,False,yes,1.4058,-1.4109,1.5188,-1.5234,-0.0052,-0.0046,0.0098
1.5,False,2,10-11,False,True,False,4,True,yes,0.4903,-0.4838,0.5533,-0.5565,0.0065,-0.0032,0.0097
1.2,False,2,10-11,False,True,True,2,True,no,1.9424,-1.9393,2.0054,-1.9988,0.0031,0.0066,0.0097
1.5,False,1,10-11,True,True,False,2,True,yes,0.1289,-0.1355,0.2419,-0.2452,-0.0065,-0.0032,0.0097
1.2,False,2,10-11,False,True,False,2,True,yes,1.8913,-1.8965,1.9543,-1.9498,-0.0052,0.0045,0.0097
1.2,False,6,10-11,True,True,False,2,True,no,1.9345,-1.9311,1.9546,-1.9483,0.0035,0.0062,0.0097
1.2,False,2,Any,True,False,True,3,True,no,1.6257,-1.633,1.6887,-1.6912,-0.0073,-0.0024,0.0097
1.2,False,2,Any,False,True,True,3,True,no,1.6652,-1.6637,1.7282,-1.7199,0.0014,0.0083,0.0097
1.5,False,2,9-11,True,True,True,3,False,yes,0.3933,-0.397,0.4563,-0.4623,-0.0037,-0.006,0.0097
1.5,True,2,Any,False,True,False,2,False,yes,0.3723,-0.3724,0.4353,-0.4448,-0.0001,-0.0096,0.009699999999999999
1.2,False,1,9-11,True,False,True,2,True,no,1.5217,-1.5242,1.6347,-1.6276,-0.0025,0.0071,0.009600000000000001
1.5,False,1,10-11,True,False,False,2,True,no,0.259,-0.2641,0.372,-0.3675,-0.0051,0.0045,0.009600000000000001
1.2,False,6,10-11,True,False,False,3,False,no,2.2492,-2.2562,2.2692,-2.2718,-0.007,-0.0026,0.009600000000000001
1.2,False,2,10-11,False,False,True,3,False,no,2.197,-2.1935,2.26,-2.2539,0.0035,0.0061,0.009600000000000001
1.2,True,2,9-11,False,False,False,3,True,no,1.7906,-1.7938,1.8536,-1.8472,-0.0032,0.0064,0.009600000000000001
1.2,True,2,10-11,False,False,True,3,False,no,2.0775,-2.0755,2.1405,-2.1329,0.002,0.0076,0.009600000000000001
1.2,True,6,10-11,False,True,True,3,True,yes,1.8358,-1.8288,1.8558,-1.8532,0.007,0.0026,0.009600000000000001
1.2,True,2,Any,True,True,True,4,True,no,1.3522,-1.3587,1.4152,-1.4122,-0.0065,0.0031,0.0096
1.5,True,2,9-11,True,False,True,4,True,no,0.2152,-0.2241,0.2782,-0.2776,-0.0089,0.0007,0.0096
1.5,False,1,10-11,True,True,True,3,False,no,0.313,-0.3138,0.426,-0.4173,-0.0009,0.0087,0.0096
1.2,True,2,10-11,True,False,True,2,False,no,2.004,-2.0084,2.067,-2.0619,-0.0044,0.0051,0.009500000000000001
1.5,True,6,10-11,False,True,True,3,False,yes,0.6819,-0.675,0.7019,-0.7045,0.0069,-0.0026,0.0095
1.2,True,1,10-11,False,True,True,3,False,yes,1.6768,-1.6812,1.7898,-1.795,-0.0043,-0.0052,0.0095
1.2,True,1,Any,True,False,True,4,False,no,1.3906,-1.3913,1.5036,-1.5124,-0.0007,-0.0088,0.0095
1.2,True,6,10-11,True,False,False,3,True,no,1.9047,-1.9125,1.9247,-1.923,-0.0078,0.0017,0.0095
1.5,True,6,9-11,False,True,False,3,True,no,0.5108,-0.5035,0.5308,-0.5287,0.0073,0.0021,0.0094
1.2,True,2,9-11,False,False,True,4,False,no,1.9519,-1.9456,2.0149,-2.0118,0.0063,0.0031,0.0094
1.5,False,2,10-11,False,True,False,2,False,yes,0.714,-0.7174,0.7771,-0.7831,-0.0033,-0.0061,0.0094
1.2,False,6,Any,True,True,True,4,True,no,1.6695,-1.6668,1.6895,-1.6828,0.0027,0.0067,0.0094
1.2,True,1,10-11,True,True,False,3,False,no,1.615,-1.6122,1.728,-1.7214,0.0028,0.0066,0.0094
1.2,True,1,9-11,False,True,False,2,False,no,1.6257,-1.6182,1.7387,-1.7406,0.0075,-0.0019,0.0094
1.5,True,6,Any,False,True,True,2,True,yes,0.3874,-0.3933,0.4074,-0.4108,-0.006,-0.0034,0.0094
1.2,True,2,9-11,False,True,True,4,False,no,1.8365,-1.8385,1.8995,-1.8921,-0.002,0.0074,0.0094
1.2,True,1,9-11,True,False,False,3,False,no,1.5841,-1.591,1.6971,-1.6945,-0.0068,0.0026,0.009399999999999999
1.2,True,1,9-11,False,False,True,4,True,no,1.4721,-1.4766,1.5851,-1.5802,-0.0045,0.0049,0.009399999999999999
1.5,True,6,Any,False,False,False,3,True,no,0.5255,-0.5194,0.5455,-0.5486,0.0061,-0.0032,0.009300000000000001
1.5,False,6,10-11,False,False,False,3,False,no,1.0593,-1.0553,1.0793,-1.0845,0.0041,-0.0052,0.0093
1.2,True,2,9-11,True,False,True,3,False,no,1.8177,-1.8263,1.8807,-1.88,-0.0086,0.0007,0.0093
1.2,True,1,9-11,False,True,False,2,True,yes,1.4026,-1.4081,1.5156,-1.5194,-0.0055,-0.0038,0.0093
1.5,False,1,9-11,False,False,True,4,False,no,0.4162,-0.4152,0.5292,-0.5375,0.001,-0.0083,0.0093
1.2,False,1,9-11,False,True,False,2,False,no,1.7479,-1.7454,1.8609,-1.8541,0.0025,0.0068,0.0093
1.2,False,6,Any,True,False,True,4,True,no,1.7911,-1.7931,1.8111,-1.8184,-0.002,-0.0073,0.0093
1.5,False,6,Any,True,False,False,3,False,no,0.7081,-0.7102,0.7281,-0.7353,-0.0021,-0.0072,0.0093
1.2,True,1,Any,False,True,True,4,True,no,1.2183,-1.2226,1.3313,-1.3364,-0.0042,-0.0051,0.0093
1.2,True,2,9-11,False,False,True,2,False,no,2.0443,-2.0486,2.1073,-2.1024,-0.0043,0.0049,0.0092
1.2,True,2,Any,False,True,True,2,True,no,1.6107,-1.6111,1.6737,-1.665,-0.0005,0.0087,0.0092
1.5,True,1,Any,True,True,False,4,True,no,-0.2853,0.2806,-0.1723,0.1678,-0.0047,-0.0045,0.0092
1.2,False,6,9-11,True,True,True,3,False,yes,1.9126,-1.9066,1.9326,-1.9357,0.006,-0.0032,0.0092
1.5,False,2,Any,False,True,True,2,False,yes,0.4998,-0.4975,0.5627,-0.5698,0.0022,-0.007,0.0092
1.5,True,2,10-11,False,True,True,3,True,yes,0.3277,-0.3303,0.3907,-0.3973,-0.0026,-0.0066,0.0092
1.2,False,1,10-11,True,True,True,3,True,yes,1.4826,-1.4907,1.5956,-1.5945,-0.0081,0.0011,0.0092
