bj-pays,das,decks,don,hitSplitAces,peek,reSplitAces,sas,ss17,surr,csm_theoretical,csm_empiric,cut_theoretical,cut_empiric,csm_error,cut_card_error,abs_error_sum
1.2,True,2,9-11,True,False,True,2,False,2-10,1.8205,-1.6658,1.8835,-1.7469,0.1547,0.1366,0.2913
1.2,False,2,10-11,False,False,False,3,False,2-10,2.1699,-2.0189,2.2329,-2.0929,0.151,0.14,0.29100000000000004
1.5,True,2,9-11,False,False,False,4,False,2-10,0.5576,-0.4021,0.6206,-0.4853,0.1555,0.1353,0.2908
1.2,False,2,10-11,False,False,True,4,False,2-10,2.1165,-1.9699,2.1795,-2.0354,0.1466,0.1441,0.2907
1.2,True,2,9-11,True,False,True,3,False,2-10,1.7467,-1.5966,1.8097,-1.6692,0.1501,0.1405,0.2906
1.2,True,2,9-11,False,False,True,3,False,2-10,1.8925,-1.7396,1.9555,-1.8178,0.1529,0.1377,0.29059999999999997
1.2,False,1,10-11,True,False,True,3,True,2-10,1.5905,-1.4345,1.7035,-1.5691,0.156,0.1344,0.2904
1.5,False,2,Any,False,False,False,2,False,2-10,0.6048,-0.452,0.6678,-0.5302,0.1527,0.1376,0.2903
1.2,False,2,9-11,True,False,True,2,False,2-10,1.939,-1.7914,2.0021,-1.8595,0.1477,0.1426,0.2903
1.2,True,2,9-11,False,False,False,3,False,2-10,1.9364,-1.7849,1.9994,-1.8606,0.1515,0.1387,0.2902
1.5,True,2,9-11,True,False,False,2,False,2-10,0.447,-0.2939,0.51,-0.373,0.1531,0.137,0.2901
1.5,True,2,10-11,True,False,False,3,False,2-10,0.5241,-0.3718,0.5871,-0.4496,0.1524,0.1376,0.29000000000000004
1.5,False,2,9-11,False,False,False,2,False,2-10,0.7184,-0.5652,0.7814,-0.6448,0.1532,0.1366,0.2898
1.5,True,2,10-11,False,False,True,3,False,2-10,0.633,-0.48,0.696,-0.5592,0.153,0.1368,0.2898
1.5,False,2,Any,True,False,False,2,False,2-10,0.452,-0.2979,0.515,-0.3792,0.154,0.1357,0.28969999999999996
1.2,True,1,10-11,True,False,True,4,True,2-10,1.4737,-1.3182,1.5868,-1.4532,0.1556,0.1335,0.2891
1.2,False,2,10-11,True,False,True,4,False,2-10,1.972,-1.8251,2.0349,-1.8927,0.1469,0.1422,0.2891
1.5,False,2,9-11,False,False,True,4,False,2-10,0.6422,-0.4917,0.7053,-0.5667,0.1505,0.1385,0.28900000000000003
1.5,True,6,Any,True,False,False,3,False,2-10,0.4662,-0.3173,0.4862,-0.3462,0.1489,0.14,0.28890000000000005
1.2,True,2,10-11,False,False,False,4,False,2-10,2.0454,-1.8943,2.1084,-1.9704,0.151,0.1379,0.2889
1.2,False,2,9-11,False,False,False,2,False,2-10,2.0919,-1.9432,2.1549,-2.0147,0.1486,0.1402,0.2888
1.5,False,2,9-11,True,False,False,3,False,2-10,0.5429,-0.3866,0.6059,-0.4736,0.1563,0.1323,0.28859999999999997
1.2,False,2,Any,True,False,False,4,False,2-10,1.7995,-1.65,1.8625,-1.7236,0.1496,0.1389,0.2885
1.2,False,1,10-11,True,False,False,3,True,2-10,1.6146,-1.4645,1.7276,-1.5894,0.1501,0.1382,0.2883
1.5,False,6,9-11,True,False,True,2,False,2-10,0.7387,-0.5909,0.7587,-0.6182,0.1478,0.1405,0.2883
1.2,True,1,10-11,False,False,True,3,True,2-10,1.6,-1.446,1.713,-1.5787,0.154,0.1343,0.2883
1.2,False,2,Any,True,False,True,3,False,2-10,1.7659,-1.6118,1.8289,-1.6949,0.1541,0.134,0.2881
1.2,True,2,10-11,False,False,False,3,False,2-10,2.0504,-1.8998,2.1134,-1.9763,0.1507,0.1371,0.2878
1.2,False,1,9-11,True,False,False,2,True,2-10,1.4981,-1.3449,1.6111,-1.4766,0.1532,0.1345,0.2877
1.2,False,2,Any,False,False,False,2,False,2-10,1.9783,-1.8283,2.0413,-1.9039,0.15,0.1374,0.2874
1.2,False,1,9-11,True,False,True,3,True,2-10,1.4585,-1.3075,1.5715,-1.4351,0.1509,0.1364,0.2873
1.2,True,1,10-11,True,False,True,3,True,2-10,1.4768,-1.326,1.5898,-1.4533,0.1508,0.1365,0.2873
1.2,False,2,9-11,True,False,True,3,False,2-10,1.8795,-1.7344,1.9425,-1.8003,0.1451,0.1422,0.2873
1.2,True,1,10-11,False,False,False,4,True,2-10,1.6279,-1.4709,1.7409,-1.6109,0.1569,0.13,0.28690000000000004
1.5,False,2,10-11,False,False,False,4,False,2-10,0.7932,-0.6456,0.8562,-0.717,0.1476,0.1392,0.2868
1.2,True,2,Any,True,False,False,2,False,2-10,1.6908,-1.5414,1.7538,-1.6163,0.1494,0.1374,0.2868
1.2,True,1,10-11,False,False,True,2,True,2-10,1.6543,-1.5044,1.7673,-1.6308,0.15,0.1365,0.2865
1.5,False,2,Any,False,False,True,2,False,2-10,0.6048,-0.4521,0.6678,-0.534,0.1526,0.1338,0.2864
1.5,True,2,9-11,False,False,True,3,False,2-10,0.519,-0.3652,0.582,-0.4493,0.1537,0.1326,0.2863
1.5,False,2,9-11,False,False,False,4,False,2-10,0.6924,-0.5419,0.7554,-0.62,0.1505,0.1355,0.28600000000000003
1.2,True,2,10-11,True,False,True,4,False,2-10,1.8506,-1.7034,1.9136,-1.775,0.1472,0.1387,0.2859
1.2,True,2,9-11,False,False,True,4,False,2-10,1.8809,-1.7329,1.9439,-1.8061,0.148,0.1378,0.2858
1.5,True,2,Any,False,False,True,4,False,2-10,0.3851,-0.2313,0.4481,-0.3163,0.1538,0.1318,0.28559999999999997
1.2,False,1,10-11,False,False,True,2,True,2-10,1.7588,-1.6068,1.8718,-1.7382,0.1519,0.1336,0.2855
1.2,False,1,Any,False,False,False,2,True,2-10,1.4908,-1.3347,1.6038,-1.4745,0.1561,0.1293,0.2854
1.5,False,2,Any,True,False,True,4,False,2-10,0.3841,-0.2361,0.4471,-0.31,0.1481,0.1372,0.2853
1.5,True,2,9-11,False,False,True,4,False,2-10,0.5074,-0.3542,0.5704,-0.4383,0.1532,0.1321,0.2853
1.5,True,2,Any,True,False,True,3,False,2-10,0.2415,-0.0855,0.3045,-0.1755,0.156,0.129,0.28500000000000003
1.2,True,1,9-11,True,False,False,2,True,2-10,1.3792,-1.2269,1.4922,-1.3595,0.1522,0.1326,0.2848
1.2,False,2,Any,False,False,True,4,False,2-10,1.9022,-1.7508,1.9652,-1.8317,0.1514,0.1334,0.2848
1.2,True,1,10-11,True,False,False,3,True,2-10,1.5008,-1.3493,1.6138,-1.4809,0.1515,0.1329,0.2844
1.2,True,2,9-11,True,False,True,4,False,2-10,1.7364,-1.5894,1.7994,-1.6622,0.147,0.1371,0.2841
1.5,True,2,9-11,False,False,False,3,False,2-10,0.5629,-0.4116,0.6259,-0.4932,0.1513,0.1327,0.28400000000000003
1.2,True,1,Any,False,False,True,2,True,2-10,1.3634,-1.2023,1.4764,-1.3536,0.1611,0.1229,0.284
1.5,True,2,10-11,True,False,True,2,False,2-10,0.5595,-0.4113,0.6225,-0.4869,0.1483,0.1356,0.2839
1.5,False,2,Any,False,False,True,3,False,2-10,0.5382,-0.3827,0.6012,-0.4729,0.1555,0.1283,0.2838
1.2,False,1,Any,True,False,False,4,True,2-10,1.3456,-1.1906,1.4586,-1.33,0.1551,0.1286,0.28369999999999995
1.2,False,1,9-11,True,False,False,3,True,2-10,1.4825,-1.3286,1.5955,-1.4659,0.1539,0.1296,0.2835
1.2,False,2,Any,True,False,True,2,False,2-10,1.8255,-1.6755,1.8885,-1.755,0.1499,0.1335,0.2834
1.5,False,2,10-11,True,False,True,2,False,2-10,0.6663,-0.5176,0.7293,-0.5946,0.1486,0.1347,0.2833
1.5,False,2,10-11,False,False,True,4,False,2-10,0.743,-0.5929,0.806,-0.6732,0.1501,0.1328,0.28290000000000004
1.2,True,2,Any,True,False,False,3,False,2-10,1.6528,-1.5026,1.7158,-1.5834,0.1502,0.1325,0.2827
1.2,True,1,9-11,False,False,False,4,True,2-10,1.4798,-1.3269,1.5928,-1.4638,0.1529,0.129,0.28190000000000004
1.5,False,1,9-11,False,False,True,4,True,2-10,0.1841,-0.0264,0.2971,-0.1731,0.1577,0.1239,0.2816
1.2,False,1,10-11,False,False,True,4,True,2-10,1.7109,-1.5614,1.8239,-1.6918,0.1495,0.1321,0.28159999999999996
1.2,True,1,9-11,False,False,False,3,True,2-10,1.4815,-1.3277,1.5945,-1.4668,0.1538,0.1276,0.2814
1.5,True,2,10-11,False,False,False,3,False,2-10,0.6769,-0.5285,0.7399,-0.6074,0.1484,0.1326,0.281
1.5,False,1,10-11,True,False,True,2,True,2-10,0.2354,-0.0849,0.3484,-0.218,0.1505,0.1304,0.2809
1.2,True,1,10-11,True,False,True,2,True,2-10,1.5257,-1.3725,1.6387,-1.5111,0.1532,0.1276,0.2808
1.5,False,1,9-11,True,False,True,2,True,2-10,0.1033,0.0486,0.2163,-0.0876,0.1519,0.1287,0.2806
1.2,False,1,10-11,True,False,False,4,True,2-10,1.6136,-1.4653,1.7266,-1.5944,0.1483,0.1322,0.28049999999999997
1.5,True,1,10-11,False,False,False,2,True,2-10,0.2596,-0.1103,0.3725,-0.2415,0.1493,0.131,0.2803
1.5,True,1,9-11,True,False,True,2,True,2-10,-0.0156,0.1705,0.0974,0.0279,0.1549,0.1253,0.2802
1.2,True,1,9-11,False,False,False,2,True,2-10,1.5078,-1.3625,1.6208,-1.4862,0.1453,0.1345,0.27980000000000005
1.2,False,1,Any,True,False,False,2,True,2-10,1.3622,-1.2056,1.4752,-1.352,0.1566,0.1232,0.2798
1.5,False,1,9-11,True,False,False,4,True,2-10,0.0868,0.0697,0.1998,-0.0766,0.1565,0.1232,0.2797
1.5,True,2,Any,True,False,False,4,False,2-10,0.2738,-0.1257,0.3368,-0.2057,0.1481,0.1311,0.2792
1.5,True,2,Any,False,False,False,4,False,2-10,0.4353,-0.2849,0.4983,-0.3697,0.1504,0.1286,0.279
1.5,False,1,10-11,False,False,False,2,True,2-10,0.364,-0.2104,0.477,-0.3516,0.1535,0.1254,0.27890000000000004
1.2,True,1,Any,False,False,False,2,True,2-10,1.3634,-1.2085,1.4764,-1.353,0.155,0.1234,0.2784
1.2,False,2,Any,True,False,True,4,False,2-10,1.7576,-1.6124,1.8207,-1.6876,0.1452,0.1331,0.2783
1.5,True,1,10-11,True,False,False,2,True,2-10,0.1309,0.0226,0.2439,-0.1193,0.1536,0.1246,0.2782
1.5,False,1,10-11,False,False,True,2,True,2-10,0.364,-0.2108,0.477,-0.3525,0.1531,0.1245,0.2776
1.2,True,1,9-11,True,False,True,2,True,2-10,1.3792,-1.2314,1.4922,-1.3624,0.1477,0.1298,0.27749999999999997
1.5,False,1,10-11,True,False,True,3,True,2-10,0.1957,-0.0425,0.3087,-0.1851,0.1533,0.1236,0.2769
1.5,True,2,9-11,True,False,True,4,False,2-10,0.3629,-0.2186,0.4259,-0.2935,0.1443,0.1323,0.2766
1.5,False,1,9-11,True,False,True,4,True,2-10,0.0613,0.0874,0.1743,-0.0466,0.1486,0.1276,0.2762
1.2,True,1,Any,False,False,True,3,True,2-10,1.3069,-1.1485,1.4199,-1.3021,0.1584,0.1178,0.2762
1.5,True,2,Any,True,False,True,4,False,2-10,0.231,-0.0866,0.294,-0.1624,0.1443,0.1315,0.27580000000000005
1.2,False,1,Any,False,False,True,3,True,2-10,1.4458,-1.2946,1.5588,-1.4348,0.1512,0.124,0.2752
1.5,False,1,9-11,True,False,True,3,True,2-10,0.0637,0.0842,0.1767,-0.0499,0.1479,0.1268,0.2747
1.2,False,1,Any,False,False,False,4,True,2-10,1.4742,-1.3243,1.5872,-1.4626,0.1499,0.1247,0.2746
1.5,True,1,9-11,False,False,False,3,True,2-10,0.0867,0.0625,0.1997,-0.0745,0.1492,0.1252,0.2744
1.5,True,1,9-11,False,False,False,4,True,2-10,0.085,0.0692,0.198,-0.078,0.1542,0.12,0.2742
1.5,True,2,9-11,True,False,True,2,False,2-10,0.447,-0.3074,0.51,-0.3754,0.1396,0.1346,0.2742
1.5,False,1,9-11,True,False,False,3,True,2-10,0.0877,0.0621,0.2008,-0.0771,0.1499,0.1237,0.2736
1.2,True,1,9-11,False,False,True,4,True,2-10,1.4485,-1.3017,1.5615,-1.4347,0.1468,0.1267,0.2735
1.2,True,1,Any,False,False,False,3,True,2-10,1.3363,-1.1859,1.4493,-1.3263,0.1504,0.123,0.2734
1.2,False,1,Any,True,False,True,2,True,2-10,1.3622,-1.2122,1.4752,-1.3519,0.15,0.1233,0.2733
1.5,True,1,9-11,True,False,False,2,True,2-10,-0.0156,0.1669,0.0974,0.0246,0.1513,0.1219,0.2732
1.5,True,1,10-11,True,False,True,4,True,2-10,0.079,0.0697,0.192,-0.0676,0.1487,0.1244,0.2731
1.2,True,1,Any,False,False,True,4,True,2-10,1.3033,-1.1461,1.4163,-1.301,0.1572,0.1153,0.2725
1.2,False,1,Any,True,False,True,3,True,2-10,1.3225,-1.1718,1.4356,-1.3148,0.1507,0.1207,0.2714
1.2,True,1,Any,True,False,False,4,True,2-10,1.1963,-1.0445,1.3093,-1.1901,0.1518,0.1192,0.271
1.5,False,1,Any,False,False,False,2,True,2-10,0.096,0.0584,0.209,-0.0936,0.1544,0.1155,0.26990000000000003
1.5,False,1,Any,True,False,True,4,True,2-10,-0.0746,0.2279,0.0384,0.0781,0.1533,0.1165,0.2698
1.2,True,1,9-11,True,False,False,4,True,2-10,1.3512,-1.2055,1.4642,-1.3419,0.1457,0.1223,0.268
1.5,True,1,Any,False,False,False,4,True,2-10,-0.0602,0.2205,0.0529,0.0546,0.1603,0.1075,0.2678
1.2,True,1,Any,True,False,False,2,True,2-10,1.2251,-1.0726,1.3381,-1.2232,0.1525,0.1149,0.26739999999999997
1.5,False,1,Any,True,False,True,3,True,2-10,-0.0722,0.2249,0.0408,0.0733,0.1527,0.1141,0.2668
1.2,True,1,Any,True,False,True,3,True,2-10,1.1734,-1.0263,1.2864,-1.1669,0.1471,0.1195,0.2666
1.5,True,1,Any,True,False,True,2,True,2-10,-0.1696,0.3192,-0.0566,0.1731,0.1496,0.1165,0.2661
1.5,False,1,Any,False,False,True,4,True,2-10,0.0482,0.106,0.1612,-0.051,0.1542,0.1101,0.2643
1.5,True,1,Any,True,False,False,4,True,2-10,-0.1984,0.3509,-0.0854,0.196,0.1525,0.1105,0.263
1.5,False,1,Any,False,False,False,3,True,2-10,0.0804,0.0702,0.1935,-0.0816,0.1506,0.1119,0.2625
1.2,True,1,10-11,False,False,False,4,False,2-10,1.8166,-1.6743,1.9296,-1.8102,0.1423,0.1194,0.26170000000000004
1.5,True,1,Any,False,False,False,3,True,2-10,-0.0584,0.2091,0.0546,0.0554,0.1507,0.11,0.2607
1.5,True,1,Any,False,False,True,4,True,2-10,-0.0915,0.2434,0.0215,0.0872,0.1519,0.1088,0.2607
1.5,False,1,Any,True,False,False,3,True,2-10,-0.0482,0.1959,0.0648,0.0478,0.1477,0.1126,0.2603
1.2,False,1,10-11,True,False,False,2,False,2-10,1.8217,-1.676,1.9347,-1.8232,0.1457,0.1115,0.2572
1.2,True,1,10-11,False,False,True,4,False,2-10,1.7854,-1.6434,1.8984,-1.7837,0.1419,0.1147,0.2566
1.2,False,1,10-11,True,False,True,2,False,2-10,1.8217,-1.6824,1.9347,-1.8178,0.1393,0.1169,0.2562
1.2,False,1,10-11,False,False,False,3,False,2-10,1.9339,-1.7948,2.0469,-1.9299,0.1391,0.117,0.2561
1.2,False,1,9-11,False,False,False,2,False,2-10,1.8187,-1.678,1.9317,-1.8165,0.1407,0.1152,0.2559
1.5,False,1,10-11,True,False,True,3,False,2-10,0.3874,-0.2481,0.5004,-0.3842,0.1393,0.1162,0.2555
1.2,False,1,10-11,False,False,False,4,False,2-10,1.9329,-1.7967,2.0459,-1.9271,0.1362,0.1189,0.2551
1.2,True,1,10-11,False,False,True,2,False,2-10,1.8432,-1.7021,1.9562,-1.8431,0.1412,0.1131,0.25429999999999997
1.2,False,1,9-11,False,False,False,4,False,2-10,1.8022,-1.6597,1.9152,-1.8036,0.1425,0.1116,0.2541
1.2,False,1,10-11,True,False,False,3,False,2-10,1.8062,-1.6725,1.9192,-1.7989,0.1337,0.1203,0.254
1.2,False,1,10-11,True,False,True,3,False,2-10,1.7822,-1.6451,1.8952,-1.7795,0.137,0.1157,0.25270000000000004
1.5,True,1,10-11,False,False,False,2,False,2-10,0.4484,-0.2999,0.5614,-0.4577,0.1486,0.1037,0.2523
1.2,True,1,9-11,True,False,True,2,False,2-10,1.5704,-1.4315,1.6834,-1.5711,0.1389,0.1123,0.2512
1.5,False,1,10-11,False,False,False,3,False,2-10,0.5391,-0.3943,0.6521,-0.547,0.1449,0.1051,0.25
1.5,False,1,10-11,False,False,True,4,False,2-10,0.5069,-0.3626,0.6199,-0.5144,0.1443,0.1055,0.24980000000000002
1.5,False,1,9-11,True,False,False,3,False,2-10,0.2807,-0.1413,0.3937,-0.2835,0.1394,0.1103,0.24969999999999998
1.5,False,1,10-11,True,False,False,3,False,2-10,0.4114,-0.2676,0.5244,-0.4189,0.1439,0.1055,0.2494
1.2,False,1,9-11,False,False,True,4,False,2-10,1.771,-1.634,1.884,-1.7716,0.137,0.1123,0.24930000000000002
1.2,True,1,9-11,True,False,False,2,False,2-10,1.5704,-1.4318,1.6834,-1.5731,0.1386,0.1103,0.2489
1.5,False,1,9-11,True,False,True,2,False,2-10,0.2962,-0.151,0.4092,-0.3065,0.1452,0.1027,0.2479
1.2,True,1,Any,False,False,True,3,False,2-10,1.4867,-1.3439,1.5997,-1.495,0.1428,0.1047,0.2475
1.5,False,1,9-11,False,False,False,2,False,2-10,0.4239,-0.2807,0.5369,-0.4327,0.1432,0.1042,0.2474
1.5,False,1,9-11,False,False,True,3,False,2-10,0.379,-0.237,0.492,-0.387,0.1421,0.105,0.2471
1.2,False,1,Any,True,False,False,2,False,2-10,1.5453,-1.4086,1.6583,-1.5488,0.1368,0.1095,0.24630000000000002
1.5,True,1,9-11,True,False,False,2,False,2-10,0.1757,-0.0377,0.2887,-0.1808,0.138,0.1078,0.24580000000000002
1.2,False,1,10-11,False,False,True,4,False,2-10,1.9017,-1.766,2.0147,-1.9047,0.1356,0.11,0.24559999999999998
1.5,True,1,9-11,True,False,False,3,False,2-10,0.1493,-0.0072,0.2623,-0.1589,0.1421,0.1035,0.24559999999999998
1.5,False,1,9-11,False,False,True,4,False,2-10,0.3762,-0.2355,0.4892,-0.3846,0.1406,0.1046,0.2452
1.2,False,1,Any,True,False,False,3,False,2-10,1.5298,-1.3948,1.6428,-1.5329,0.1351,0.11,0.24509999999999998
1.5,False,1,10-11,False,False,False,4,False,2-10,0.5382,-0.3963,0.6512,-0.5484,0.1419,0.1027,0.24459999999999998
1.5,False,1,10-11,True,False,True,4,False,2-10,0.385,-0.2489,0.498,-0.3897,0.1361,0.1083,0.2444
1.5,False,1,9-11,True,False,False,4,False,2-10,0.2797,-0.1384,0.3927,-0.29,0.1413,0.1028,0.2441
1.5,False,1,9-11,False,False,False,3,False,2-10,0.4084,-0.269,0.5214,-0.4167,0.1394,0.1047,0.24409999999999998
1.2,True,1,9-11,False,False,True,4,False,2-10,1.6388,-1.4987,1.7518,-1.6482,0.1401,0.1037,0.24380000000000002
1.5,True,1,10-11,False,False,False,3,False,2-10,0.4235,-0.2833,0.5365,-0.4335,0.1402,0.1029,0.24309999999999998
1.5,False,1,Any,True,False,True,3,False,2-10,0.111,0.0319,0.224,-0.1249,0.1429,0.0991,0.242
1.5,True,1,9-11,False,False,False,2,False,2-10,0.3034,-0.1669,0.4164,-0.3109,0.1365,0.1054,0.2419
1.5,True,1,10-11,False,False,True,4,False,2-10,0.3906,-0.2534,0.5036,-0.3991,0.1372,0.1045,0.24169999999999997
1.5,False,1,Any,False,False,False,4,False,2-10,0.2618,-0.1207,0.3748,-0.2746,0.1411,0.1002,0.24130000000000001
1.2,True,1,10-11,True,False,True,3,False,2-10,1.6665,-1.5337,1.7795,-1.6711,0.1328,0.1084,0.2412
1.2,False,1,Any,False,False,False,3,False,2-10,1.6575,-1.5213,1.7705,-1.6661,0.1363,0.1045,0.24080000000000001
1.5,True,1,9-11,True,False,True,3,False,2-10,0.1253,0.0127,0.2383,-0.1358,0.1379,0.1025,0.2404
1.2,False,1,Any,False,False,False,2,False,2-10,1.673,-1.5326,1.786,-1.6872,0.1404,0.0989,0.2393
1.2,True,1,Any,True,False,False,2,False,2-10,1.4056,-1.2708,1.5186,-1.4141,0.1347,0.1045,0.23919999999999997
1.2,True,1,Any,True,False,True,4,False,2-10,1.3505,-1.2135,1.4635,-1.3619,0.137,0.1016,0.2386
1.5,True,1,10-11,False,False,False,4,False,2-10,0.4219,-0.2873,0.5349,-0.4311,0.1346,0.1038,0.2384
1.5,False,1,Any,True,False,True,4,False,2-10,0.1086,0.0294,0.2216,-0.1214,0.138,0.1003,0.2383
1.2,True,1,Any,True,False,True,2,False,2-10,1.4056,-1.2686,1.5186,-1.4173,0.137,0.1013,0.2383
1.5,False,1,Any,False,False,True,4,False,2-10,0.2305,-0.0958,0.3435,-0.2419,0.1347,0.1016,0.23629999999999998
1.5,True,1,9-11,False,False,True,3,False,2-10,0.2476,-0.1105,0.3606,-0.2616,0.1371,0.099,0.2361
1.5,True,1,Any,True,False,True,4,False,2-10,-0.0443,0.1846,0.0687,0.0255,0.1403,0.0942,0.23450000000000001
1.2,False,1,Any,False,False,False,4,False,2-10,1.6566,-1.523,1.7696,-1.6687,0.1336,0.1009,0.2345
1.5,False,1,Any,True,False,True,2,False,2-10,0.1506,-0.0157,0.2636,-0.1645,0.1349,0.0991,0.23399999999999999
1.5,False,1,Any,False,False,False,3,False,2-10,0.2628,-0.1253,0.3758,-0.2792,0.1374,0.0965,0.2339
1.2,False,1,Any,True,False,True,2,False,2-10,1.5453,-1.4108,1.6583,-1.5593,0.1346,0.0991,0.2337
1.2,True,1,Any,False,False,False,4,False,2-10,1.5144,-1.3803,1.6274,-1.5279,0.1341,0.0995,0.2336
1.5,True,1,Any,False,False,False,2,False,2-10,0.1486,-0.0073,0.2616,-0.1723,0.1413,0.0893,0.23060000000000003
1.5,True,1,Any,False,False,True,4,False,2-10,0.0884,0.0535,0.2014,-0.1135,0.1419,0.0879,0.2298
1.5,False,1,Any,False,False,False,2,False,2-10,0.2782,-0.1432,0.3912,-0.3006,0.1351,0.0907,0.2258
1.5,True,1,Any,False,False,False,3,False,2-10,0.1214,0.0096,0.2344,-0.1424,0.131,0.0919,0.2229
1.5,True,1,Any,True,False,True,3,False,2-10,-0.0411,0.1757,0.0719,0.0151,0.1346,0.087,0.2216
1.5,True,1,Any,True,False,False,2,False,2-10,0.0108,0.1229,0.1238,-0.0376,0.1337,0.0862,0.2199
1.5,True,1,Any,False,True,True,4,False,yes,-0.0237,0.012,0.0893,-0.1145,-0.0117,-0.0252,0.0369
1.5,True,1,Any,False,True,False,3,True,yes,-0.1644,0.1542,-0.0514,0.0268,-0.0102,-0.0247,0.0349
1.5,True,1,Any,True,True,False,3,True,yes,-0.3055,0.2932,-0.1925,0.1742,-0.0123,-0.0183,0.030600000000000002
1.2,False,2,10-11,False,True,True,3,False,no,2.084,-2.0767,2.147,-2.1248,0.0073,0.0221,0.029400000000000003
1.5,True,1,Any,False,True,False,3,False,yes,0.0103,-0.0099,0.1232,-0.1517,0.0003,-0.0285,0.028800000000000003
1.5,True,1,Any,True,True,True,4,False,yes,-0.1586,0.152,-0.0456,0.0239,-0.0066,-0.0217,0.0283
1.5,False,1,Any,False,True,False,2,False,yes,0.1695,-0.1733,0.2825,-0.3064,-0.0039,-0.024,0.0279
1.5,True,1,Any,False,True,False,2,True,yes,-0.1365,0.1321,-0.0235,0.0001,-0.0044,-0.0234,0.027800000000000002
1.5,True,1,Any,False,True,True,3,False,yes,-0.02,0.0215,0.093,-0.1192,0.0015,-0.0262,0.027700000000000002
1.2,True,1,10-11,True,True,False,4,False,no,1.6134,-1.6028,1.7264,-1.7097,0.0106,0.0166,0.027200000000000002
1.2,False,2,10-11,False,True,False,2,True,no,1.9424,-1.938,2.0054,-1.983,0.0044,0.0225,0.0269
1.2,False,1,10-11,True,True,True,2,True,no,1.5457,-1.5499,1.6587,-1.6362,-0.0042,0.0226,0.026799999999999997
1.2,False,2,10-11,True,True,False,4,False,no,1.9692,-1.961,2.0322,-2.014,0.0082,0.0183,0.026500000000000003
1.5,True,1,Any,False,False,True,3,True,no,-0.0643,0.0552,0.0487,-0.0659,-0.009,-0.0172,0.0262
1.5,True,1,10-11,True,True,False,3,True,yes,-0.0027,-0.0083,0.1103,-0.1252,-0.011,-0.0149,0.0259
1.5,True,1,Any,True,True,True,2,True,yes,-0.2776,0.268,-0.1646,0.1483,-0.0096,-0.0163,0.0259
1.5,False,1,9-11,False,True,False,2,False,yes,0.3151,-0.3214,0.4281,-0.4475,-0.0063,-0.0194,0.0257
1.5,True,1,9-11,False,True,False,3,True,yes,-0.0193,0.0159,0.0937,-0.1159,-0.0034,-0.0222,0.0256
1.2,True,1,Any,False,True,True,3,False,yes,1.3747,-1.3784,1.4877,-1.5093,-0.0036,-0.0216,0.0252
1.5,False,1,Any,False,True,True,4,False,yes,0.1203,-0.124,0.2333,-0.2546,-0.0038,-0.0213,0.0251
1.5,False,1,Any,False,True,False,4,True,yes,-0.025,0.0211,0.088,-0.1089,-0.0039,-0.0208,0.0247
1.5,False,1,Any,True,True,False,4,True,yes,-0.1564,0.15,-0.0434,0.0251,-0.0064,-0.0182,0.0246
1.2,True,1,9-11,True,True,True,3,False,no,1.4438,-1.4363,1.5568,-1.5397,0.0075,0.0171,0.0246
1.5,True,1,Any,True,False,False,4,True,no,-0.1748,0.1641,-0.0618,0.0479,-0.0107,-0.0139,0.024599999999999997
1.2,True,1,10-11,True,True,True,2,True,no,1.4398,-1.4415,1.5528,-1.5299,-0.0016,0.0229,0.0245
1.5,False,1,Any,True,False,True,2,False,no,0.1906,-0.1953,0.3036,-0.3232,-0.0046,-0.0196,0.0242
1.5,True,1,Any,False,False,True,3,False,no,0.132,-0.1344,0.245,-0.2665,-0.0024,-0.0215,0.023899999999999998
1.5,False,1,Any,False,True,True,2,False,yes,0.1695,-0.1772,0.2825,-0.2986,-0.0077,-0.0161,0.0238
1.5,True,1,Any,False,True,False,4,True,yes,-0.1662,0.1571,-0.0532,0.0386,-0.0091,-0.0146,0.0237
1.5,False,1,Any,False,True,False,3,True,yes,-0.0239,0.0162,0.0891,-0.1049,-0.0077,-0.0159,0.023600000000000003
1.5,True,1,10-11,True,True,True,4,False,yes,0.1543,-0.1624,0.2673,-0.2829,-0.0081,-0.0155,0.0236
1.5,False,1,Any,True,True,True,2,False,yes,0.0394,-0.0419,0.1524,-0.1733,-0.0026,-0.0209,0.0235
1.5,True,1,Any,True,True,False,2,False,yes,-0.1021,0.0999,0.0109,-0.0322,-0.0021,-0.0213,0.0234
1.2,True,1,9-11,True,True,True,4,False,yes,1.4026,-1.4103,1.5156,-1.531,-0.0078,-0.0155,0.0233
1.5,False,1,9-11,True,True,False,2,True,yes,-0.0031,-0.0082,0.1099,-0.1217,-0.0114,-0.0118,0.0232
1.5,True,1,Any,True,False,True,4,True,no,-0.201,0.1921,-0.088,0.0737,-0.0089,-0.0143,0.0232
1.5,True,1,Any,True,False,False,4,False,no,0.0219,-0.0265,0.1349,-0.1534,-0.0046,-0.0185,0.0231
1.5,True,1,Any,True,False,False,2,True,no,-0.146,0.1361,-0.033,0.0202,-0.0099,-0.0128,0.0227
1.2,False,1,9-11,False,True,True,2,False,no,1.7479,-1.7413,1.8609,-1.8449,0.0066,0.016,0.022600000000000002
1.2,True,1,10-11,True,True,True,3,True,no,1.3893,-1.3853,1.5023,-1.4838,0.004,0.0185,0.0225
