policy,spread_edge,spread_stddev,kelly_growth_at_1,kelly_growth_stddev_at_1,kelly_exposure_rounds_at_1,mean_gross_wager_over_bankroll_at_1,max_gross_wager_over_bankroll_at_1,mean_abs_fX_at_1,max_abs_fX_at_1,child_output
basic,-0.029417156899467896,7.136972676034298,0.9999163371652482,1.54738842937035e-05,1000000000,0.007554371548834464,0.5801772000000001,0.006920851417552359,0.5801772,/home/pliops/BlackJackCounts/paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/ko_d2/basic
full_deviations,-0.014866888545756388,7.363245767369892,0.9999481847104496,1.674062157871906e-05,1000000000,0.007942890188886354,0.48348100000000005,0.007271288977590164,0.4834810000000001,/home/pliops/BlackJackCounts/paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/ko_d2/full_deviations
