kelly_multiplier,growth_mean,growth_stddev,exposure_rounds,gross_exposure_mean,gross_exposure_max,absolute_return_mean,absolute_return_max,mean_abs_taylor_error,max_abs_taylor_error
0.5,1.0000836472829278,1.786558893020062e-05,1000000000,0.0077825241865726782,0.60538874999999992,0.0072632962237205645,0.56954316176470587,5.8849829548180968e-06,0.060661836022970705
0.55000000000000004,1.0000749734576828,1.8484155321519861e-05,1000000000,0.0085620813081205387,0.58461315000000003,0.0079909780058458509,0.56849209999999994,7.8232846107609735e-06,0.11038572651792822
0.59999999999999998,1.0000654454998945,1.991176128895388e-05,1000000000,0.0093397986393004249,0.73717320000000008,0.008717126620733524,0.73717319999999997,1.0155364086497006e-05,0.24091566232573713
0.65000000000000002,1.000051607619961,2.217615206092409e-05,1000000000,0.010116794765186192,0.72014001428571439,0.0094417004253137416,0.72014001428571428,1.2893932274666909e-05,0.21674916169753811
0.69999999999999996,1.0000363329447444,2.4602929013197062e-05,1000000000,0.010897910195361925,0.82028694999999985,0.010170849989257526,0.82028694999999952,1.6102951194408116e-05,0.20182659638439759
0.75,1.0000176466596218,2.5221885734829094e-05,1000000000,0.011673960055939289,0.8309307857142858,0.010895540032870967,0.77521650000000031,1.9802673331354402e-05,0.29284551565052497
0.80000000000000004,0.99999493567522224,2.6633887976560379e-05,1000000000,0.012451950922177067,0.8823642666666669,0.011620897274713136,0.8823642666666669,2.4001433432709099e-05,0.86851481858510304
0.85000000000000009,0.99996983110353832,2.9148748917819771e-05,1000000000,0.013230806719401257,0.87857870000000027,0.012347798836288256,0.87857870000000049,2.8774580463679658e-05,0.43692889245290023
0.90000000000000002,0.99994253300347546,3.0214761664678322e-05,1000000000,0.014010230322228033,0.98244852352941181,0.013075341844862717,0.98244852352941181,3.4179363566612342e-05,1.300026922196059
0.94999999999999996,0.99991225717133592,3.211162323565871e-05,1000000000,0.014782644490785096,0.99218802976190479,0.013796603438558657,0.99218802976190479,4.0162070924479586e-05,0.54302187820475911
1,0.99987823211750093,3.4397676446415615e-05,1000000000,0.015568232124008492,0.99657295454545447,0.014529447269401363,0.99657295454545447,4.6939028816535433e-05,4.1829049911114895
