policy,spread_edge,spread_stddev,kelly_growth_at_1,kelly_growth_stddev_at_1,kelly_exposure_rounds_at_1,mean_gross_wager_over_bankroll_at_1,max_gross_wager_over_bankroll_at_1,mean_abs_fX_at_1,max_abs_fX_at_1,child_output
basic,0.0436573223,6.703224550061428,1.0000431369536606,1.390494150919872e-05,1000000000,0.0058202479453699696,0.6639508363636364,0.005419745831337786,0.6639508363636365,/home/pliops/BlackJackCounts/paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj3-2/halves_d2/basic
full_deviations,0.0591748529,6.941607411023145,1.0000793745728451,1.4869043889457404e-05,1000000000,0.006129729816344437,0.941678109090909,0.005695073860984339,0.9416781090909092,/home/pliops/BlackJackCounts/paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj3-2/halves_d2/full_deviations
