kelly_multiplier,growth_mean,growth_stddev,exposure_rounds,gross_exposure_mean,gross_exposure_max,absolute_return_mean,absolute_return_max,mean_abs_taylor_error,max_abs_taylor_error
0.5,1.000001825488495,1.3632184067193372e-06,1000000000,0.0002161719979242247,0.16424404545454546,0.00019705038689336716,0.16424404545454549,1.0923035661706053e-08,0.0013159961559569833
0.55000000000000004,1.0000019614430113,1.5177083781294332e-06,1000000000,0.00023763555635324766,0.17768476000000002,0.00021663963959885478,0.1776817696296297,1.4504366264985342e-08,0.0016515401066911628
0.59999999999999998,1.000001961777788,1.6664222685922481e-06,1000000000,0.00025952348880464802,0.19702239724137929,0.00023659348324248748,0.18227910222222213,1.8868308994592403e-08,0.0017777515330985039
0.65000000000000002,1.0000020379409764,1.8008898890884352e-06,1000000000,0.00028095171289643268,0.24946995465116281,0.00025610774211961705,0.2494699546511629,2.394368719101471e-08,0.0043670995919978806
0.69999999999999996,1.0000019302962826,1.956156043073812e-06,1000000000,0.00030218139616106847,0.22667953411764699,0.00027543348395439523,0.22667953411764691,2.9735642693926747e-08,0.0033232247037832674
0.75,1.0000020664456948,2.0104087823109282e-06,1000000000,0.00032363875098139779,0.23845210714285711,0.00029498650087104674,0.238452107142857,3.6629581393378691e-08,0.0055204049945045131
0.80000000000000004,1.0000019535251963,2.1657610466723079e-06,1000000000,0.00034600387122424244,0.24563195534883722,0.00031536654388166548,0.24563195534883742,4.460226902617189e-08,0.0041785691871903674
0.85000000000000009,1.0000020230465343,2.475099182698388e-06,1000000000,0.00036775249260471581,0.24991563484848492,0.00033522460049756944,0.24991563484848492,5.3480887690523309e-08,0.0054307458520975183
0.90000000000000002,1.0000018375674444,2.4862010122193374e-06,1000000000,0.00038882607753167075,0.24795561417721521,0.00035437109826649154,0.24714778909090879,6.3368188047124144e-08,0.0051099107199874538
0.94999999999999996,1.0000017785394895,2.6332464176205954e-06,1000000000,0.00041034059592074762,0.2497262127906977,0.00037405656126176921,0.24951886352941169,7.4528876297931748e-08,0.0060377631062051296
1,1.000001754387301,2.8035051432682876e-06,1000000000,0.00043217419026663899,0.24981929756097565,0.00039393831840571004,0.24917712405063311,8.6644514691829701e-08,0.0059978292616842954
