kelly_multiplier,growth_mean,growth_stddev,exposure_rounds,gross_exposure_mean,gross_exposure_max,absolute_return_mean,absolute_return_max,mean_abs_taylor_error,max_abs_taylor_error
0.5,1.0000160572326073,4.2137835968867668e-06,1000000000,0.0010984366520871047,0.28839239999999999,0.0010008188166015001,0.28839239999999988,1.7192427222960507e-07,0.0073541077195976579
0.55000000000000004,1.0000169004360471,4.7196634574875511e-06,1000000000,0.0012070580707341568,0.30701735428571431,0.0010998379156830463,0.30701735428571414,2.2816440197797276e-07,0.008220616941649328
0.59999999999999998,1.0000171699845037,5.1679769366107977e-06,1000000000,0.0013174724498897891,0.34895976888888885,0.0012003339684834218,0.34895976888888852,2.9616519132527829e-07,0.011260445129418595
0.65000000000000002,1.0000172557625486,5.3302301612888398e-06,1000000000,0.0014271588305981549,0.40307678666666658,0.001300313720328585,0.40307678666666685,3.7605588043156041e-07,0.019286451544990812
0.69999999999999996,1.0000177329690729,5.80306328602136e-06,1000000000,0.0015370339356264274,0.42571487724137941,0.0014003424469675404,0.42571487724137952,4.6942303006297162e-07,0.019575057277678276
0.75,1.000017468780743,6.4822201987317384e-06,1000000000,0.0016467357025078239,0.43619971111111111,0.0015003564377081646,0.42315311612903272,5.768423375248073e-07,0.02208990200260158
0.80000000000000004,1.0000171978401187,6.5328030276259061e-06,1000000000,0.0017565552661655841,0.46836117333333338,0.0016003564259958558,0.46836117333333344,6.990017216607669e-07,0.053748649762266787
0.85000000000000009,1.0000170239082027,6.9674786770702591e-06,1000000000,0.0018662491699262622,0.49435967259259267,0.0017002646947616269,0.4744813657142859,8.3732597367222398e-07,0.033965785094367318
0.90000000000000002,1.0000167765727999,7.5814377806310567e-06,1000000000,0.0019761259743353073,0.59277298666666656,0.0018003883950640264,0.59277298666666656,9.9364246837949024e-07,0.054297550698034103
0.94999999999999996,1.0000161108760579,7.5725989904543519e-06,1000000000,0.0020857842274885283,0.55251963407407401,0.0019004549908837726,0.55251963407407401,1.1686245169064431e-06,0.093091485127404505
1,1.0000144134536482,8.3590697541998484e-06,1000000000,0.0021948858449721237,0.59775254193548377,0.001999753762195126,0.59775254193548366,1.3589240179358486e-06,0.07045995014819062
