policy,spread_edge,spread_stddev,kelly_growth_at_1,kelly_growth_stddev_at_1,kelly_exposure_rounds_at_1,mean_gross_wager_over_bankroll_at_1,max_gross_wager_over_bankroll_at_1,mean_abs_fX_at_1,max_abs_fX_at_1,child_output
basic,0.0097830028,6.392135462748588,0.9999778393961744,1.1727774866908427e-05,1000000000,0.004827614246064039,0.6131202253012048,0.004478944702574393,0.6131202253012047,/home/pliops/BlackJackCounts/paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj3-2/hiopt2_d6/basic
full_deviations,0.0151116994,6.504418218895732,0.9999878356570298,1.250078681476725e-05,1000000000,0.004951705131195874,0.7681044339805826,0.004605210894733976,0.7681044339805826,/home/pliops/BlackJackCounts/paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj3-2/hiopt2_d6/full_deviations
