kelly_multiplier,growth_mean,growth_stddev,exposure_rounds,gross_exposure_mean,gross_exposure_max,absolute_return_mean,absolute_return_max,mean_abs_taylor_error,max_abs_taylor_error
0.5,1.0000103170683705,3.157848719867628e-06,1000000000,0.0010643736576028506,0.1801714333333333,0.00098864234823522134,0.18017143333333352,5.4292098867725266e-08,0.0017191497723313687
0.55000000000000004,1.0000106144607595,3.4369492376821439e-06,1000000000,0.001171055480155049,0.25192190999999997,0.0010877010881843129,0.20414690999999999,7.2240479997062951e-08,0.0024624281467046927
0.59999999999999998,1.00001091330744,3.7721128318308401e-06,1000000000,0.0012779075146146155,0.21789692352941178,0.0011869324714038493,0.21780012531645548,9.3830742899078138e-08,0.0034552608044719213
0.65000000000000002,1.000011416406611,4.1206201530669941e-06,1000000000,0.0013844396866228249,0.2704293358252427,0.0012860205503621581,0.27042933582524281,1.1953025720511315e-07,0.0054915800583066887
0.69999999999999996,1.000011218519506,4.3453850139980713e-06,1000000000,0.0014908420760024375,0.33479418402298855,0.0013847791579307486,0.33479418402298855,1.4893482771919433e-07,0.010026499500560337
0.75,1.0000114379817984,4.5819394764580963e-06,1000000000,0.0015970714250853621,0.32035556388888886,0.0014835158289975528,0.2973544431818182,1.8310522354747542e-07,0.011338425297343746
0.80000000000000004,1.0000112599148907,4.9273865885298831e-06,1000000000,0.0017044201962335757,0.35138177632653067,0.00158316524029514,0.35138177632653095,2.2239281605629748e-07,0.011480407052770536
0.85000000000000009,1.0000113433302102,5.3308386027622118e-06,1000000000,0.001810512626877727,0.29121546767441864,0.0016817410653355805,0.2912154676744188,2.6653040983775258e-07,0.0079250952078555592
0.90000000000000002,1.0000111094600352,5.6962525586344743e-06,1000000000,0.0019162623149489165,0.36444236294117649,0.0017799145540887045,0.36444236294117643,3.1584998514411557e-07,0.022401015963070869
0.94999999999999996,1.0000104958142162,5.9190375845585991e-06,1000000000,0.0020241384544953641,0.45133922544303806,0.0018802843223834401,0.37611602120253168,3.7225416534615879e-07,0.013880663191089548
1,1.0000103344874953,6.0132460978357718e-06,1000000000,0.0021291150376728917,0.38534745061728393,0.0019776475732067268,0.38534745061728409,4.3305198692144716e-07,0.018767855957853019
