kelly_multiplier,growth_mean,growth_stddev,exposure_rounds,gross_exposure_mean,gross_exposure_max,absolute_return_mean,absolute_return_max,mean_abs_taylor_error,max_abs_taylor_error
0.5,0.99999396377788086,4.1341167461522274e-06,1000000000,0.0010769898724559146,0.35661779999999998,0.00098309376711406974,0.35661780000000004,1.5529291970475689e-07,0.02081040244837723
0.55000000000000004,0.9999921679630045,4.5431916955528796e-06,1000000000,0.0011860320395220396,0.45308917703703699,0.0010825129737281859,0.32357286176470584,2.0705369838954289e-07,0.015007980984650393
0.59999999999999998,0.99999036018634546,4.9276983684129729e-06,1000000000,0.0012935207911153063,0.41416504705882351,0.0011806148792639769,0.38688040941176483,2.6829117978526722e-07,0.01589788656663399
0.65000000000000002,0.99998881873772805,5.4012687443494913e-06,1000000000,0.001401583117444202,0.39498805886075949,0.0012794650502350518,0.39498805886075922,3.4204236058242149e-07,0.023487169609012926
0.69999999999999996,0.99998625506889194,5.7248196165405813e-06,1000000000,0.001509289552478675,0.45464353529411755,0.0013777164463286305,0.45464353529411755,4.2634615689564219e-07,0.048321727058315833
0.75,0.99998439032231923,6.2135065114708278e-06,1000000000,0.0016161675058615065,0.50119561363636356,0.0014753227716478969,0.50119561363636322,5.2336214426904894e-07,0.030664774297361475
0.80000000000000004,0.99998170026046029,6.5647946920067221e-06,1000000000,0.0017255185448895214,0.48843529302325583,0.0015750876510094104,0.48843529302325572,6.368364443588626e-07,0.045882814252586557
0.85000000000000009,0.99997945520221065,7.0348455993571429e-06,1000000000,0.0018333444726145616,0.5456619753488372,0.0016735149292970159,0.5456619753488372,7.628872386730615e-07,0.056211715777683802
0.90000000000000002,0.99997681163518748,7.5002165802244123e-06,1000000000,0.0019389495386188706,0.58198187172413784,0.0017698275795944411,0.52577695935483881,9.0345831209251536e-07,0.07392419214860213
0.94999999999999996,0.99997352028718944,7.7635779444596917e-06,1000000000,0.0020487287660126757,0.73026727518987355,0.0018702452832344023,0.60855606265822781,1.0649786476866294e-06,0.079466262816261346
1,0.99997060986539954,7.8740410456999178e-06,1000000000,0.0021548108490471846,0.59841248679245285,0.0019669240605316085,0.57123404050632942,1.2389857618880876e-06,0.083883856127244583
