blackjack_payout,decks,count,policy,count_normalization,initial_count,initial_count_per_deck,count_minimum,count_maximum,factor,bias,continuous_betting_count,spread_edge,spread_stddev,kelly_growth_at_1,kelly_growth_stddev_at_1,empirical_optimum_multiplier,empirical_optimum_growth,mean_total_wager_fraction,max_total_wager_fraction,mean_abs_fx,max_abs_fx,result_file
"1.2","1","halves","basic","true_count",0,0,-5,5,0.005,-0.0155422,true,0.012158235448494483,5.211872129660504,0.9999982230442981,1.4530426702045547e-05,0.5,1.00002590915513,0.00501804813019745,0.7754139999999999,0.004598465948461552,0.7754139999999999,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/halves_d1/basic/results.json"
"1.2","1","halves","full_deviations","true_count",0,0,-5,5,0.005,-0.0155422,true,0.04146451603492484,5.6178757236985195,1.000083569123001,1.6175928714442e-05,0.8,1.000088638468392,0.005465919052843275,0.9987468000000002,0.0049763221222082245,0.9987468000000004,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/halves_d1/full_deviations/results.json"
"1.2","1","ko","basic","running_count",0,0,-20,30,0.005,-0.0155422,true,0.011226009016074895,5.165226493718139,1.000024131586426,7.166894259463342e-06,1,1.000024131586426,0.002763671726558579,0.29674680000000003,0.002537997896031064,0.2967468000000001,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/ko_d1/basic/results.json"
"1.2","1","ko","full_deviations","running_count",0,0,-20,30,0.005,-0.0155422,true,0.040973205620157334,5.545864181180165,1.0000717262689671,8.103198771307697e-06,1,1.0000717262689671,0.003022791157351424,0.34620460000000003,0.0027601399113808666,0.34620460000000014,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/ko_d1/full_deviations/results.json"
"1.2","1","hiopt1","basic","true_count",0,0,-5,5,0.005,-0.0155422,true,0.007617790737213945,4.871359884591855,1.0000005588396548,1.1744186582719872e-05,0.5,1.000017304462261,0.0037620080400787496,0.6156223333333334,0.003439572799139809,0.6156223333333335,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hiopt1_d1/basic/results.json"
"1.2","1","hiopt1","full_deviations","true_count",0,0,-5,5,0.005,-0.0155422,true,0.03626291892829204,5.235757491027573,1.0000686700774943,1.3541579140961468e-05,0.9,1.000069803409162,0.004132658856934008,0.8817468,0.0037486818614428687,0.8817467999999998,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hiopt1_d1/full_deviations/results.json"
"1.2","1","hiopt2","basic","true_count",0,0,-5,5,0.005,-0.0155422,true,0.009721891532488442,5.89497504413307,0.999811660305444,2.7398390457514565e-05,0.5,0.9999968618905108,0.010417596379873549,0.9785389999999999,0.009547875681666963,0.9785389999999999,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hiopt2_d1/basic/results.json"
"1.2","1","hiopt2","full_deviations","true_count",0,0,-5,5,0.005,-0.0155422,true,0.039079168845400955,6.258874641426896,0.9979193855007288,0.044695370462425076,0.5,1.0000730679385053,0.011186335312615514,1.315146142857143,0.010214244374741112,1.315146142857143,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hiopt2_d1/full_deviations/results.json"
"1.2","1","omega2","basic","true_count",0,0,-5,5,0.005,-0.0155422,true,0.010314071103288126,5.9678253050058165,0.9997652483978621,2.980865376895183e-05,0.5,0.9999897754541958,0.01147774203289592,0.9859253636363636,0.010510088524089013,0.9859253636363636,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/omega2_d1/basic/results.json"
"1.2","1","omega2","full_deviations","true_count",0,0,-5,5,0.005,-0.0155422,true,0.039823031942134664,6.326319423802346,0.9868845067704759,0.11331742662300517,0.5,1.000072688738112,0.01228259076755074,1.5707468000000002,0.011214096971587692,1.5707468000000002,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/omega2_d1/full_deviations/results.json"
"1.2","1","zen","basic","true_count",0,0,-5,5,0.005,-0.0155422,true,0.010834071466788293,5.987426019500787,0.9987754995241054,0.03161568403756535,0.5,0.9999953287828277,0.011511339696062363,1.027289,0.010557073922722666,1.027289,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/zen_d1/basic/results.json"
"1.2","1","zen","full_deviations","true_count",0,0,-5,5,0.005,-0.0155422,true,0.03945591121718197,6.392283455924436,0.99388045323498,0.07725629487566112,0.5,1.0000764794976702,0.012484181667715782,1.5707468000000002,0.011369190092133885,1.5707468000000004,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/zen_d1/full_deviations/results.json"
"1.2","2","hilo","basic","true_count",0,0,-5,5,0.005,-0.0183038,true,-0.008106449080528402,4.159221266986912,0.9999983263616022,7.820463507524677e-06,0.55,1.0000069676237375,0.002106064479290553,0.5868734000000001,0.0019231909345759197,0.5868734000000001,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hilo_d2/basic/results.json"
"1.2","2","hilo","full_deviations","true_count",0,0,-5,5,0.005,-0.0183038,true,0.0038249082519353867,4.441052655629406,1.0000200668274497,8.744481067083416e-06,0.8500000000000001,1.0000222366338853,0.00226092769542094,0.864600672727273,0.002057145031303267,0.7572788054054053,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hilo_d2/full_deviations/results.json"
"1.2","2","halves","basic","true_count",0,0,-5,5,0.005,-0.0183038,true,-0.0070372276795088295,4.291738933672471,0.9999977617557126,8.431441773029482e-06,0.5,1.000007997664034,0.002355966810754094,0.5815408363636364,0.0021517016236141,0.5815408363636364,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/halves_d2/basic/results.json"
"1.2","2","halves","full_deviations","true_count",0,0,-5,5,0.005,-0.0183038,true,0.006566926327849531,4.58490491104794,1.000024192527015,9.15707735932684e-06,0.8500000000000001,1.0000265443947736,0.002522959838837727,0.859268109090909,0.0022946732796163475,0.8592681090909089,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/halves_d2/full_deviations/results.json"
"1.2","2","ko","basic","running_count",0,0,-20,30,0.005,-0.0183038,true,-0.029417156899467896,7.136972676034298,0.9999163371652482,1.54738842937035e-05,0.5,0.9999873242585563,0.007554371548834464,0.5801772000000001,0.006920851417552359,0.5801772,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/ko_d2/basic/results.json"
"1.2","2","ko","full_deviations","running_count",0,0,-20,30,0.005,-0.0183038,true,-0.014866888545756388,7.363245767369892,0.9999481847104496,1.674062157871906e-05,0.5,1.000008112304434,0.007942890188886354,0.48348100000000005,0.007271288977590164,0.4834810000000001,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/ko_d2/full_deviations/results.json"
"1.2","2","hiopt1","basic","true_count",0,0,-5,5,0.005,-0.0183038,true,-0.009421047100382518,3.8880621049214317,0.999999404759846,6.285036275396217e-06,0.55,1.0000051410724746,0.0016264327832814683,0.4464120344827586,0.0014823590039460244,0.4464120344827587,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hiopt1_d2/basic/results.json"
"1.2","2","hiopt1","full_deviations","true_count",0,0,-5,5,0.005,-0.0183038,true,0.003930563591026592,4.150206128153879,1.0000206412480195,7.234905349808865e-06,0.95,1.0000215941111694,0.0017474309042581368,0.6990660888888888,0.0015884903497309808,0.6990660888888888,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hiopt1_d2/full_deviations/results.json"
"1.2","2","hiopt2","basic","true_count",0,0,-5,5,0.005,-0.0183038,true,-0.010958281950555992,5.286226990612267,0.9999095351505959,1.691799019772262e-05,0.5,0.9999921133166606,0.0058626144580541314,0.9118733999999998,0.005357641635077063,0.9118733999999998,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hiopt2_d2/basic/results.json"
"1.2","2","hiopt2","full_deviations","true_count",0,0,-5,5,0.005,-0.0183038,true,0.003132846871916771,5.494672774197823,0.9999518910201792,1.8055045272650855e-05,0.5,1.00001805521549,0.006128444799358942,0.9667848000000003,0.005599311868922751,0.9667848000000004,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hiopt2_d2/full_deviations/results.json"
"1.2","2","omega2","basic","true_count",0,0,-5,5,0.005,-0.0183038,true,-0.011021888360813952,5.414315818932918,0.9998871204684013,1.848169249390821e-05,0.5,0.9999881434073559,0.0065866714610459155,0.9918143333333334,0.006015504505739211,0.9487486285714287,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/omega2_d2/basic/results.json"
"1.2","2","omega2","full_deviations","true_count",0,0,-5,5,0.005,-0.0183038,true,0.0031818218252790452,5.671293342422667,0.9999294252302384,1.998827574738665e-05,0.5,1.0000156111610916,0.006933555265832962,0.9918143333333332,0.00632613103284183,0.9843430689655174,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/omega2_d2/full_deviations/results.json"
"1.2","2","zen","basic","true_count",0,0,-5,5,0.005,-0.0183038,true,-0.010760235350705003,5.422137774956441,0.9998902551216783,1.8752354534047918e-05,0.5,0.9999899053127815,0.006598789564544003,0.9768734,0.006032822853480937,0.9768733999999999,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/zen_d2/basic/results.json"
"1.2","2","zen","full_deviations","true_count",0,0,-5,5,0.005,-0.0183038,true,0.0029832261191309927,5.695678079437236,0.9999311472157499,2.0069650541022097e-05,0.5,1.0000167913568376,0.006965276071658631,0.9768734000000001,0.006361026191555767,0.9768734,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/zen_d2/full_deviations/results.json"
"1.2","6","hilo","basic","true_count",0,0,-5,5,0.005,-0.0199842,true,-0.018783177844211532,2.6400362218479207,0.9999992520476376,2.537912987187757e-06,0.5,1.0000006102739976,0.00041158497114258735,0.317362950617284,0.0003754869051448089,0.31736295061728403,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hilo_d6/basic/results.json"
"1.2","6","hilo","full_deviations","true_count",0,0,-5,5,0.005,-0.0199842,true,-0.015961184320548917,2.775665954716265,1.0000018225976315,2.804621208548766e-06,0.75,1.0000021923609428,0.0004352404942925224,0.317362950617284,0.0003964741841237455,0.317362950617284,"paper_materials/performance-suites/h17c03_5b_named_counts_continuous/bj6-5/hilo_d6/full_deviations/results.json"
