policy,spread_edge,spread_stddev,kelly_growth_at_1,kelly_growth_stddev_at_1,kelly_exposure_rounds_at_1,mean_gross_wager_over_bankroll_at_1,max_gross_wager_over_bankroll_at_1,mean_abs_fX_at_1,max_abs_fX_at_1,child_output
basic,-0.008445558510209847,4.5187896957678335,0.9999946733802407,8.647200416440141e-06,1000000000,0.002504919685229135,0.5506727496228772,0.0022882627223124816,0.5468888494622317,/home/neria/Desktop/BlackjaclCpp/checkpoints/performance-suites/h17c03_5b_hilo_bias_continuous/bj6-5/alternating_d2/basic
illustrious18,-1.5489533578443528e-05,4.6768212294558005,1.0000123287190936,9.152658275649881e-06,1000000000,0.00260745179077529,0.6077380807645284,0.002377435180945845,0.6077380807645284,/home/neria/Desktop/BlackjaclCpp/checkpoints/performance-suites/h17c03_5b_hilo_bias_continuous/bj6-5/alternating_d2/illustrious18
full_deviations,0.003946577143748903,4.79807951805723,1.000018210909754,9.305264472948009e-06,1000000000,0.0026800232173568887,0.8873777304657892,0.002439906630639419,0.7718221749102334,/home/neria/Desktop/BlackjaclCpp/checkpoints/performance-suites/h17c03_5b_hilo_bias_continuous/bj6-5/alternating_d2/full_deviations
